Year,District,LandCoverClass,PixelCount,Percentage,LandCoverLabel,Precipitation (mm),GPP,PopDensity,cluster_label
2014,Kamour,16,1090,9.184361307718234,Barren or Sparsely Vegetated,176.44408,756.7303921568628,9.074863,2
2015,Kamour,16,905,7.625547691270644,Barren or Sparsely Vegetated,183.31865,1002.2941176470588,9.313247,2
2016,Kamour,16,745,6.277384563532188,Barren or Sparsely Vegetated,241.67238,1190.6822638146168,9.557794,2
2017,Kamour,16,865,7.28850690933603,Barren or Sparsely Vegetated,177.68835,545.1697860962566,9.8023405,2
2018,Kamour,16,873,7.355915065722953,Barren or Sparsely Vegetated,206.41927,711.5548128342245,10.046886,2
2019,Kamour,16,1069,9.007414897202562,Barren or Sparsely Vegetated,139.21967,717.2584670231729,10.291433,2
2020,Kamour,16,974,8.206943040107854,Barren or Sparsely Vegetated,242.55357,1200.6457219251338,10.53598,2
2021,Kamour,16,1032,8.695652173913043,Barren or Sparsely Vegetated,174.83177,617.6403743315508,10.53598,2
2022,Kamour,16,846,7.128412537917088,Barren or Sparsely Vegetated,216.94585,1590.807486631016,10.53598,2
2023,Kamour,16,820,6.909336029659589,Barren or Sparsely Vegetated,194.26086,860.6403743315508,10.53598,2
2010,Kiffa,16,13,0.2359346642468239,Barren or Sparsely Vegetated,348.29382,1220.7565922920892,44.40718,2
2011,Kiffa,16,40,0.4581901489117984,Barren or Sparsely Vegetated,199.16945,563.215415821501,46.70477,2
2012,Kiffa,16,32,0.3665521191294387,Barren or Sparsely Vegetated,339.28485,1295.1553752535497,49.002354,2
2013,Kiffa,16,21,0.2405498281786941,Barren or Sparsely Vegetated,253.98154,901.258215010142,51.299942,2
2014,Kiffa,16,43,0.4925544100801832,Barren or Sparsely Vegetated,214.41518,640.4290060851927,53.597527,2
2015,Kiffa,16,33,0.3780068728522336,Barren or Sparsely Vegetated,231.27228,860.1774847870182,55.895115,2
2016,Kiffa,16,15,0.1718213058419244,Barren or Sparsely Vegetated,304.0888,1282.474036511156,58.80573,2
2017,Kiffa,16,34,0.3894616265750286,Barren or Sparsely Vegetated,219.51408,512.7281947261663,61.716343,2
2018,Kiffa,16,40,0.4581901489117984,Barren or Sparsely Vegetated,228.45105,652.8503042596349,64.62696,2
2019,Kiffa,16,46,0.5269186712485682,Barren or Sparsely Vegetated,162.81497,711.8265720081135,67.537575,2
2020,Kiffa,16,37,0.4238258877434135,Barren or Sparsely Vegetated,350.19653,1189.644827586207,70.44819,2
2021,Kiffa,16,49,0.561282932416953,Barren or Sparsely Vegetated,205.59149,483.19553752535495,70.44819,2
2022,Kiffa,16,27,0.3092783505154639,Barren or Sparsely Vegetated,303.05737,1588.6356997971602,70.44819,2
2023,Kiffa,16,23,0.2634593356242841,Barren or Sparsely Vegetated,229.98073,792.2476673427992,70.44819,2
2010,Lavtah,16,17246,98.13360646409468,Barren or Sparsely Vegetated,132.05328,974.1428571428572,1.2469805,2
2011,Lavtah,16,17291,52.3969696969697,Barren or Sparsely Vegetated,60.070473,800.0952380952381,1.2495066,2
2012,Lavtah,16,17228,52.20606060606061,Barren or Sparsely Vegetated,89.54347,1214.7619047619048,1.2520326,2
2013,Lavtah,16,16508,50.02424242424242,Barren or Sparsely Vegetated,77.203674,982.5238095238096,1.2545588,2
2014,Lavtah,16,16783,50.85757575757576,Barren or Sparsely Vegetated,54.81323,858.6190476190476,1.2570848,2
2015,Lavtah,16,16648,50.44848484848485,Barren or Sparsely Vegetated,73.549164,1070.0,1.2596109,2
2016,Lavtah,16,16431,49.79090909090909,Barren or Sparsely Vegetated,83.85749,1394.047619047619,1.2640178,2
2017,Lavtah,16,16704,50.61818181818182,Barren or Sparsely Vegetated,67.816055,708.4285714285714,1.2684247,2
2018,Lavtah,16,17073,51.73636363636364,Barren or Sparsely Vegetated,72.51965,769.047619047619,1.2728318,2
2019,Lavtah,16,17295,52.40909090909091,Barren or Sparsely Vegetated,48.746803,759.1904761904761,1.2772387,2
2020,Lavtah,16,17224,52.1939393939394,Barren or Sparsely Vegetated,75.46069,1262.6190476190477,1.2816457,2
2021,Lavtah,16,17220,52.18181818181819,Barren or Sparsely Vegetated,59.088806,922.047619047619,1.2816457,2
2022,Lavtah,16,17188,52.08484848484849,Barren or Sparsely Vegetated,83.70009,1490.4761904761904,1.2816457,2
2023,Lavtah,16,17110,51.84848484848485,Barren or Sparsely Vegetated,74.077835,972.095238095238,1.2816457,2
2010,Laweissi,16,1279,23.915482423335828,Barren or Sparsely Vegetated,454.39417,1346.0415782774714,11.484604,2
2011,Laweissi,16,1705,16.750171922585714,Barren or Sparsely Vegetated,225.94513,776.9732711073399,11.681201,2
2012,Laweissi,16,1817,17.850476471166125,Barren or Sparsely Vegetated,393.6135,1293.3368689011456,11.877798,2
2013,Laweissi,16,2019,19.83495431771294,Barren or Sparsely Vegetated,292.55576,896.4094187526517,12.074395,2
2014,Laweissi,16,2353,23.11621966794381,Barren or Sparsely Vegetated,296.88016,800.3725074246925,12.270992,2
2015,Laweissi,16,2198,21.59347676589056,Barren or Sparsely Vegetated,259.7092,836.6228256257955,12.467589,2
2016,Laweissi,16,2097,20.601237842617152,Barren or Sparsely Vegetated,318.4919,1163.0343657191345,12.683103,2
2017,Laweissi,16,2439,23.96109637488948,Barren or Sparsely Vegetated,257.14905,544.7878659312686,12.898616,2
2018,Laweissi,16,2431,23.88250319284802,Barren or Sparsely Vegetated,277.79208,778.7488332626219,13.114129,2
2019,Laweissi,16,2395,23.52883387366146,Barren or Sparsely Vegetated,208.96129,703.4077216801019,13.329642,2
2020,Laweissi,16,2148,21.10226937813145,Barren or Sparsely Vegetated,412.68347,1142.5405176071276,13.545156,2
2021,Laweissi,16,1954,19.19638471362609,Barren or Sparsely Vegetated,276.7545,621.6885871871023,13.545156,2
2022,Laweissi,16,1608,15.79722959033304,Barren or Sparsely Vegetated,340.71136,1487.9406024607551,13.545156,2
2023,Laweissi,16,1787,17.555752038510658,Barren or Sparsely Vegetated,271.54953,924.2842596521,13.545156,2
2010,Lebheir,16,921,40.095777100565954,Barren or Sparsely Vegetated,474.0183,1270.431638418079,14.146317,2
2011,Lebheir,16,1087,26.98609731876862,Barren or Sparsely Vegetated,229.12949,703.5559322033898,14.410938,2
2012,Lebheir,16,1090,27.060575968222444,Barren or Sparsely Vegetated,393.08182,1257.0463276836158,14.67556,2
2013,Lebheir,16,1155,28.674280039721943,Barren or Sparsely Vegetated,288.862,913.219209039548,14.940183,2
2014,Lebheir,16,1271,31.55412115193644,Barren or Sparsely Vegetated,270.63007,779.1028248587571,15.204804,2
2015,Lebheir,16,1210,30.039721946375376,Barren or Sparsely Vegetated,247.24777,903.767231638418,15.469426,2
2016,Lebheir,16,1169,29.021847070506457,Barren or Sparsely Vegetated,317.94254,1232.6079096045198,15.762363,2
2017,Lebheir,16,1221,30.312810327706057,Barren or Sparsely Vegetated,255.86943,577.8293785310734,16.055302,2
2018,Lebheir,16,1216,30.18867924528302,Barren or Sparsely Vegetated,258.32584,813.0813559322033,16.34824,2
2019,Lebheir,16,1224,30.387288977159884,Barren or Sparsely Vegetated,185.65807,770.6485875706214,16.641176,2
2020,Lebheir,16,1160,28.798411122144984,Barren or Sparsely Vegetated,390.01862,1178.2056497175142,16.934114,2
2021,Lebheir,16,1175,29.1708043694141,Barren or Sparsely Vegetated,264.68726,631.2022598870057,16.934114,2
2022,Lebheir,16,1114,27.656405163853027,Barren or Sparsely Vegetated,277.40448,1345.1864406779662,16.934114,2
2023,Lebheir,16,1119,27.780536246276068,Barren or Sparsely Vegetated,260.918,905.0915254237289,16.934114,2
2011,Legrane,16,2,0.0079383980312772,Barren or Sparsely Vegetated,234.84871,849.6698343741515,4.023465,2
2012,Legrane,16,7,0.0277843931094705,Barren or Sparsely Vegetated,404.4705,1562.257466739071,4.0561953,2
2013,Legrane,16,7,0.0277843931094705,Barren or Sparsely Vegetated,316.78604,1048.2292288894923,4.088926,2
2014,Legrane,16,23,0.0912915773596888,Barren or Sparsely Vegetated,292.9182,898.5456828672278,4.1216564,2
2015,Legrane,16,13,0.0515995872033023,Barren or Sparsely Vegetated,279.951,1022.16481129514,4.1543865,2
2016,Legrane,16,4,0.0158767960625545,Barren or Sparsely Vegetated,346.09216,1429.6644718979094,4.188524,2
2017,Legrane,16,9,0.0357227911407478,Barren or Sparsely Vegetated,269.65155,637.7380532174858,4.222661,2
2018,Legrane,16,6,0.0238151940938318,Barren or Sparsely Vegetated,287.5859,961.116413250068,4.2567983,2
2019,Legrane,16,5,0.0198459950781932,Barren or Sparsely Vegetated,212.22871,878.7159245180559,4.2909355,2
2020,Legrane,16,5,0.0198459950781932,Barren or Sparsely Vegetated,421.23767,1401.1804914471898,4.325073,2
2021,Legrane,16,9,0.0357227911407478,Barren or Sparsely Vegetated,264.8964,696.5357045886506,4.325073,2
2022,Legrane,16,5,0.0198459950781932,Barren or Sparsely Vegetated,372.52814,1821.3516834102636,4.325073,2
2023,Legrane,16,1,0.0039691990156386,Barren or Sparsely Vegetated,287.76486,1158.0054303556883,4.325073,2
2010,Nouamlein,16,4404,26.80299433996713,Barren or Sparsely Vegetated,269.45572,877.7310240132487,1.2895818,2
2011,Nouamlein,16,5478,13.836827481687294,Barren or Sparsely Vegetated,136.25569,562.7313000276015,1.3122206,2
2012,Nouamlein,16,5121,12.935084617327608,Barren or Sparsely Vegetated,225.00453,1150.952249516975,1.3348593,2
2013,Nouamlein,16,3507,8.858297549886334,Barren or Sparsely Vegetated,180.95465,868.6802373723434,1.357498,2
2014,Nouamlein,16,3158,7.97676180853751,Barren or Sparsely Vegetated,146.71896,582.0322936792713,1.3801367,2
2015,Nouamlein,16,2295,5.796918413740844,Barren or Sparsely Vegetated,168.32913,859.661606403533,1.4027755,2
2016,Nouamlein,16,1749,4.4177822682495576,Barren or Sparsely Vegetated,209.23965,940.5552028705492,1.4174346,2
2017,Nouamlein,16,1920,4.849709522606719,Barren or Sparsely Vegetated,137.60553,453.2319900634833,1.4320937,2
2018,Nouamlein,16,3463,8.747158373326599,Barren or Sparsely Vegetated,166.6862,583.1493237648358,1.4467528,2
2019,Nouamlein,16,6322,15.968678959333166,Barren or Sparsely Vegetated,114.75424,653.7914711565002,1.461412,2
2020,Nouamlein,16,5564,14.054054054054054,Barren or Sparsely Vegetated,209.79164,1123.962048026497,1.476071,2
2021,Nouamlein,16,5760,14.54912856782016,Barren or Sparsely Vegetated,137.82266,498.20618272150153,1.476071,2
2022,Nouamlein,16,4792,12.104066683505936,Barren or Sparsely Vegetated,191.45352,1641.49848192106,1.476071,2
2023,Nouamlein,16,4853,12.258145996463751,Barren or Sparsely Vegetated,159.78151,720.9856472536571,1.476071,2
2010,Oudeiy Jrid,16,358,5.002095850216571,Barren or Sparsely Vegetated,422.1598,1101.1937466595405,6.9026675,2
2011,Oudeiy Jrid,16,757,4.806349206349206,Barren or Sparsely Vegetated,203.26747,689.4436130411544,7.1746845,2
2012,Oudeiy Jrid,16,954,6.057142857142858,Barren or Sparsely Vegetated,367.04056,1145.9380010689472,7.446701,2
2013,Oudeiy Jrid,16,1065,6.761904761904762,Barren or Sparsely Vegetated,261.02603,885.4107429182255,7.718718,2
2014,Oudeiy Jrid,16,1949,12.374603174603177,Barren or Sparsely Vegetated,221.68294,719.1413682522715,7.9907346,2
2015,Oudeiy Jrid,16,1465,9.3015873015873,Barren or Sparsely Vegetated,219.3972,841.7624265098877,8.262752,2
2016,Oudeiy Jrid,16,1046,6.641269841269841,Barren or Sparsely Vegetated,291.6669,1044.698022447889,8.501623,2
2017,Oudeiy Jrid,16,1432,9.092063492063492,Barren or Sparsely Vegetated,234.49294,537.0074826296099,8.740495,2
2018,Oudeiy Jrid,16,1259,7.993650793650793,Barren or Sparsely Vegetated,237.11604,749.9318546231962,8.979365,2
2019,Oudeiy Jrid,16,1157,7.346031746031747,Barren or Sparsely Vegetated,177.68318,734.0622661678246,9.218237,2
2020,Oudeiy Jrid,16,906,5.752380952380952,Barren or Sparsely Vegetated,316.6487,1053.7544094067343,9.4571085,2
2021,Oudeiy Jrid,16,834,5.295238095238095,Barren or Sparsely Vegetated,235.3383,572.537680384821,9.4571085,2
2022,Oudeiy Jrid,16,626,3.9746031746031742,Barren or Sparsely Vegetated,246.45605,1320.07509353287,9.4571085,2
2023,Oudeiy Jrid,16,807,5.123809523809523,Barren or Sparsely Vegetated,230.47728,788.0451630144308,9.4571085,2
2010,R’Dheidhie,16,2152,46.52972972972973,Barren or Sparsely Vegetated,355.58377,947.4700460829494,8.108586,2
2011,R’Dheidhie,16,2276,13.605930176948828,Barren or Sparsely Vegetated,143.04692,528.7718894009216,8.326688,2
2012,R’Dheidhie,16,2272,13.58201817312291,Barren or Sparsely Vegetated,291.8103,1060.48732718894,8.544789,2
2013,R’Dheidhie,16,2185,13.061932089909137,Barren or Sparsely Vegetated,198.4148,986.3732718894008,8.76289,2
2014,R’Dheidhie,16,2262,13.522238163558104,Barren or Sparsely Vegetated,164.82922,662.3202764976959,8.980991,2
2015,R’Dheidhie,16,2225,13.301052128168338,Barren or Sparsely Vegetated,159.54846,666.6440092165899,9.199093,2
2016,R’Dheidhie,16,2163,12.93041606886657,Barren or Sparsely Vegetated,201.51994,838.8767281105991,9.444098,2
2017,R’Dheidhie,16,2338,13.976566236250598,Barren or Sparsely Vegetated,147.75053,387.06451612903226,9.689104,2
2018,R’Dheidhie,16,2374,14.191774270683885,Barren or Sparsely Vegetated,185.37709,613.6163594470046,9.934111,2
2019,R’Dheidhie,16,2545,15.214012434241988,Barren or Sparsely Vegetated,124.78265,503.5241935483871,10.179116,2
2020,R’Dheidhie,16,2509,14.998804399808703,Barren or Sparsely Vegetated,228.22449,853.25,10.424122,2
2021,R’Dheidhie,16,2526,15.100430416068866,Barren or Sparsely Vegetated,198.31287,434.0230414746544,10.424122,2
2022,R’Dheidhie,16,2375,14.197752271640365,Barren or Sparsely Vegetated,190.58554,1272.3663594470047,10.424122,2
2023,R’Dheidhie,16,2290,13.68962219033955,Barren or Sparsely Vegetated,182.86482,667.6820276497696,10.424122,2
